"","gender","race","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","average_score"
"301","male","group A","some college","free/reduced","completed",0.81,0.734939759036145,0.788888888888889,0.78021978021978
"302","male","group D","some high school","free/reduced","none",0.56,0.44578313253012,0.466666666666667,0.494505494505495
"303","female","group C","associate's degree","standard","completed",0.67,0.807228915662651,0.788888888888889,0.750915750879121
"304","male","group B","associate's degree","standard","none",0.8,0.710843373493976,0.6,0.706959706923077
"305","female","group C","associate's degree","standard","completed",0.74,0.698795180722892,0.811111111111111,0.750915750879121
"306","male","group A","some college","standard","none",0.69,0.602409638554217,0.655555555555556,0.652014651978022
"307","male","group E","some college","standard","completed",0.99,0.843373493975904,0.788888888888889,0.879120879120879
"308","male","group C","some high school","standard","none",0.51,0.421686746987952,0.377777777777778,0.43956043956044
"309","female","group B","associate's degree","free/reduced","none",0.53,0.650602409638554,0.633333333333333,0.600732600769231
"310","female","group D","high school","free/reduced","none",0.49,0.481927710843373,0.466666666666667,0.47985347989011
"311","female","group B","associate's degree","standard","none",0.73,0.710843373493976,0.777777777777778,0.73992673989011
"312","male","group B","bachelor's degree","standard","none",0.66,0.518072289156627,0.522222222222222,0.571428571428571
"313","male","group D","bachelor's degree","standard","completed",0.67,0.530120481927711,0.644444444444444,0.619047619010989
"314","female","group C","associate's degree","free/reduced","completed",0.68,0.602409638554217,0.655555555555556,0.648351648351648
"315","female","group C","bachelor's degree","standard","completed",0.59,0.566265060240964,0.722222222222222,0.626373626373626
"316","male","group C","high school","standard","none",0.71,0.590361445783133,0.611111111111111,0.641025640989011
"317","female","group D","master's degree","standard","completed",0.77,0.783132530120482,0.9,0.816849816813187
"318","male","group C","associate's degree","standard","none",0.83,0.662650602409639,0.755555555555556,0.754578754615385
"319","male","group B","bachelor's degree","standard","none",0.63,0.650602409638554,0.655555555555556,0.644688644725275
"320","female","group D","associate's degree","free/reduced","none",0.56,0.578313253012048,0.588888888888889,0.575091575054945
"321","female","group C","high school","free/reduced","completed",0.67,0.746987951807229,0.822222222222222,0.743589743626374
"322","female","group E","high school","standard","none",0.75,0.831325301204819,0.766666666666667,0.78021978021978
"323","female","group C","some college","standard","none",0.71,0.771084337349398,0.777777777777778,0.750915750879121
"324","female","group C","some high school","free/reduced","none",0.43,0.433734939759036,0.477777777777778,0.446886446923077
"325","female","group C","high school","free/reduced","none",0.41,0.349397590361446,0.366666666666667,0.377289377252747
"326","female","group C","some college","standard","none",0.82,0.879518072289157,0.933333333333333,0.875457875494505
"327","male","group C","some college","standard","none",0.61,0.530120481927711,0.577777777777778,0.575091575054945
"328","male","group A","some college","free/reduced","none",0.28,0.072289156626506,0.1,0.157509157472527
"329","male","group C","associate's degree","standard","completed",0.82,0.698795180722892,0.744444444444444,0.758241758241758
"330","female","group B","some high school","standard","none",0.41,0.457831325301205,0.455555555555556,0.43956043956044
"331","male","group C","high school","standard","none",0.71,0.518072289156627,0.566666666666667,0.604395604395604
"332","male","group C","associate's degree","standard","none",0.47,0.240963855421687,0.277777777777778,0.336996337032967
"333","male","group E","associate's degree","standard","completed",0.62,0.469879518072289,0.477777777777778,0.527472527472527
"334","male","group B","associate's degree","standard","none",0.9,0.734939759036145,0.788888888888889,0.813186813186813
"335","female","group C","bachelor's degree","standard","none",0.83,0.91566265060241,0.944444444444444,0.893772893736264
"336","female","group B","some college","free/reduced","none",0.61,0.614457831325301,0.622222222222222,0.615384615384615
"337","male","group D","some high school","standard","completed",0.76,0.63855421686747,0.655555555555556,0.688644688681319
"338","male","group C","associate's degree","standard","none",0.49,0.409638554216867,0.366666666666667,0.424908424945055
"339","female","group B","some high school","free/reduced","none",0.24,0.253012048192771,0.188888888888889,0.227106227142857
"340","female","group D","some high school","free/reduced","completed",0.35,0.457831325301205,0.555555555555556,0.450549450549451
"341","male","group C","high school","free/reduced","none",0.58,0.530120481927711,0.466666666666667,0.527472527472527
"342","female","group C","high school","standard","none",0.61,0.674698795180723,0.588888888888889,0.622710622747253
"343","female","group B","high school","standard","completed",0.69,0.710843373493976,0.711111111111111,0.703296703296703
"344","male","group D","associate's degree","standard","completed",0.67,0.662650602409639,0.633333333333333,0.655677655714286
"345","male","group D","some college","standard","none",0.79,0.674698795180723,0.633333333333333,0.703296703296703
"346","female","group C","high school","standard","none",0.72,0.759036144578313,0.722222222222222,0.732600732637363
"347","male","group B","some college","standard","none",0.62,0.530120481927711,0.522222222222222,0.56043956043956
"348","female","group C","bachelor's degree","standard","completed",0.77,0.927710843373494,0.944444444444444,0.875457875494505
"349","male","group D","high school","free/reduced","none",0.75,0.686746987951807,0.622222222222222,0.688644688681319
"350","male","group E","associate's degree","standard","none",0.87,0.686746987951807,0.733333333333333,0.769230769230769
"351","female","group B","bachelor's degree","standard","none",0.52,0.578313253012048,0.655555555555556,0.582417582417582
"352","male","group E","some college","standard","none",0.66,0.481927710843373,0.466666666666667,0.542124542087912
"353","female","group C","some college","standard","completed",0.63,0.734939759036145,0.777777777777778,0.710622710659341
"354","female","group C","associate's degree","standard","none",0.46,0.493975903614458,0.522222222222222,0.490842490879121
"355","female","group C","some college","standard","none",0.59,0.650602409638554,0.666666666666667,0.633699633736264
"356","female","group B","bachelor's degree","standard","none",0.61,0.662650602409639,0.666666666666667,0.644688644725275
"357","male","group A","associate's degree","standard","none",0.63,0.530120481927711,0.566666666666667,0.578754578791209
"358","female","group C","some college","free/reduced","completed",0.42,0.590361445783133,0.655555555555556,0.549450549450549
"359","male","group D","some college","free/reduced","none",0.59,0.542168674698795,0.566666666666667,0.567765567802198
"360","female","group D","some college","standard","none",0.8,0.879518072289157,0.877777777777778,0.84981684978022
"361","female","group B","high school","standard","none",0.58,0.542168674698795,0.544444444444444,0.556776556813187
"362","male","group B","some high school","standard","completed",0.85,0.807228915662651,0.755555555555556,0.805860805824176
"363","female","group C","some college","standard","none",0.52,0.493975903614458,0.533333333333333,0.516483516483517
"364","female","group D","some high school","free/reduced","none",0.27,0.204819277108434,0.244444444444444,0.241758241758242
"365","male","group C","some college","standard","none",0.59,0.518072289156627,0.533333333333333,0.549450549450549
"366","male","group A","bachelor's degree","free/reduced","completed",0.49,0.493975903614458,0.555555555555556,0.512820512857143
"367","male","group C","high school","standard","completed",0.69,0.493975903614458,0.477777777777778,0.56043956043956
"368","male","group C","bachelor's degree","free/reduced","none",0.61,0.590361445783133,0.566666666666667,0.58974358978022
"369","female","group A","some high school","free/reduced","none",0.44,0.566265060240964,0.533333333333333,0.509157509120879
"370","female","group D","some high school","standard","none",0.73,0.807228915662651,0.833333333333333,0.787545787582418
"371","male","group E","some college","standard","none",0.84,0.72289156626506,0.677777777777778,0.750915750879121
"372","female","group C","some college","free/reduced","completed",0.45,0.674698795180723,0.666666666666667,0.58974358978022
"373","male","group D","some high school","standard","none",0.74,0.686746987951807,0.688888888888889,0.706959706923077
"374","female","group D","some college","standard","completed",0.82,0.963855421686747,0.955555555555556,0.908424908461538
"375","female","group D","bachelor's degree","standard","none",0.59,0.63855421686747,0.7,0.641025640989011
"376","male","group E","associate's degree","free/reduced","none",0.46,0.313253012048193,0.344444444444444,0.377289377252747
"377","female","group D","some high school","standard","none",0.8,0.879518072289157,0.8,0.824175824175824
"378","female","group D","master's degree","free/reduced","completed",0.85,0.939759036144578,1,0.926739926703297
"379","female","group A","some high school","standard","none",0.71,0.795180722891566,0.744444444444444,0.747252747252747
"380","male","group A","bachelor's degree","standard","none",0.66,0.566265060240964,0.577777777777778,0.604395604395604
"381","female","group B","associate's degree","standard","none",0.8,0.831325301204819,0.811111111111111,0.813186813186813
"382","male","group C","associate's degree","standard","completed",0.87,1,0.944444444444444,0.934065934065934
"383","male","group C","master's degree","free/reduced","none",0.79,0.771084337349398,0.677777777777778,0.747252747252747
"384","female","group E","some high school","free/reduced","none",0.38,0.385542168674699,0.388888888888889,0.384615384615385
"385","female","group A","some high school","free/reduced","none",0.38,0.313253012048193,0.366666666666667,0.355311355274725
"386","female","group E","some college","standard","none",0.67,0.710843373493976,0.722222222222222,0.69963369967033
"387","female","group E","bachelor's degree","standard","none",0.64,0.674698795180723,0.666666666666667,0.659340659340659
"388","female","group C","associate's degree","free/reduced","none",0.57,0.734939759036145,0.633333333333333,0.641025640989011
"389","female","group D","high school","standard","none",0.62,0.566265060240964,0.6,0.597069597032967
"390","male","group D","master's degree","standard","none",0.73,0.63855421686747,0.722222222222222,0.69963369967033
"391","male","group E","some high school","free/reduced","completed",0.73,0.602409638554217,0.544444444444444,0.63003663
"392","female","group D","some college","standard","none",0.77,0.614457831325301,0.744444444444444,0.714285714285714
"393","male","group E","some college","standard","none",0.76,0.602409638554217,0.633333333333333,0.67032967032967
"394","male","group C","associate's degree","standard","completed",0.57,0.44578313253012,0.511111111111111,0.512820512857143
"395","female","group C","some high school","standard","completed",0.65,0.686746987951807,0.744444444444444,0.692307692307692
"396","male","group A","high school","free/reduced","none",0.48,0.337349397590361,0.344444444444444,0.391941391978022
"397","female","group B","high school","free/reduced","none",0.5,0.602409638554217,0.588888888888889,0.56043956043956
"398","female","group C","associate's degree","standard","none",0.85,0.867469879518072,0.944444444444444,0.886446886483516
"399","male","group B","some high school","standard","none",0.74,0.55421686746988,0.522222222222222,0.611721611758242
"400","male","group D","some high school","standard","none",0.6,0.506024096385542,0.488888888888889,0.534798534835165
"401","female","group C","some high school","standard","completed",0.59,0.44578313253012,0.633333333333333,0.56043956043956
"402","male","group A","some college","standard","none",0.53,0.313253012048193,0.366666666666667,0.41025641021978
"403","female","group A","some college","free/reduced","none",0.49,0.578313253012048,0.5,0.52014652010989
"404","female","group D","high school","standard","completed",0.88,0.987951807228916,1,0.952380952417582
"405","female","group C","high school","standard","none",0.54,0.506024096385542,0.577777777777778,0.542124542087912
"406","female","group C","some high school","standard","none",0.63,0.674698795180723,0.644444444444444,0.648351648351648
"407","male","group B","associate's degree","standard","completed",0.65,0.578313253012048,0.588888888888889,0.608058608021978
"408","female","group B","associate's degree","standard","none",0.82,0.759036144578313,0.744444444444444,0.776556776593407
"409","female","group D","high school","free/reduced","completed",0.52,0.481927710843373,0.511111111111111,0.505494505494505
"410","male","group D","associate's degree","standard","completed",0.87,0.807228915662651,0.833333333333333,0.838827838791209
"411","female","group D","master's degree","standard","completed",0.7,0.650602409638554,0.711111111111111,0.688644688681319
"412","male","group E","some college","standard","completed",0.84,0.795180722891566,0.755555555555556,0.798534798571429
"413","male","group D","associate's degree","standard","none",0.71,0.590361445783133,0.555555555555556,0.622710622747253
"414","male","group B","some high school","standard","completed",0.63,0.602409638554217,0.633333333333333,0.622710622747253
"415","female","group C","bachelor's degree","free/reduced","completed",0.51,0.662650602409639,0.766666666666667,0.641025640989011
"416","male","group E","high school","standard","none",0.84,0.674698795180723,0.655555555555556,0.728937728901099
"417","male","group C","bachelor's degree","standard","completed",0.71,0.686746987951807,0.644444444444444,0.681318681318681
"418","male","group C","associate's degree","standard","none",0.74,0.674698795180723,0.633333333333333,0.684981684945055
"419","male","group D","some college","standard","none",0.68,0.506024096385542,0.577777777777778,0.593406593406593
"420","male","group E","high school","free/reduced","completed",0.57,0.469879518072289,0.488888888888889,0.512820512857143
"421","female","group C","associate's degree","free/reduced","completed",0.82,0.91566265060241,0.922222222222222,0.882783882747253
"422","female","group D","high school","standard","completed",0.57,0.493975903614458,0.6,0.556776556813187
"423","female","group D","master's degree","free/reduced","completed",0.47,0.493975903614458,0.633333333333333,0.531135531098901
"424","female","group A","some high school","standard","completed",0.59,0.819277108433735,0.777777777777778,0.721611721648352
"425","male","group B","some college","free/reduced","none",0.41,0.265060240963855,0.266666666666667,0.318681318681319
"426","female","group C","some college","free/reduced","none",0.62,0.602409638554217,0.577777777777778,0.600732600769231
"427","male","group C","bachelor's degree","standard","none",0.86,0.795180722891566,0.844444444444444,0.835164835164835
"428","male","group C","some high school","free/reduced","none",0.69,0.650602409638554,0.611111111111111,0.652014651978022
"429","male","group A","some high school","free/reduced","none",0.65,0.506024096385542,0.477777777777778,0.549450549450549
"430","male","group C","some high school","free/reduced","none",0.68,0.55421686746988,0.488888888888889,0.578754578791209
"431","male","group C","associate's degree","free/reduced","none",0.64,0.590361445783133,0.544444444444444,0.593406593406593
"432","female","group C","high school","standard","none",0.61,0.662650602409639,0.666666666666667,0.644688644725275
"433","male","group C","high school","standard","none",0.61,0.469879518072289,0.5,0.531135531098901
"434","female","group A","some high school","free/reduced","none",0.47,0.506024096385542,0.444444444444444,0.472527472527473
"435","male","group C","some high school","standard","none",0.73,0.590361445783133,0.622222222222222,0.652014651978022
"436","male","group C","some college","free/reduced","completed",0.5,0.373493975903614,0.477777777777778,0.454212454175824
"437","male","group D","associate's degree","standard","none",0.75,0.614457831325301,0.6,0.659340659340659
"438","male","group D","associate's degree","free/reduced","none",0.75,0.590361445783133,0.7,0.684981684945055
"439","male","group C","high school","standard","none",0.7,0.469879518072289,0.455555555555556,0.549450549450549
"440","male","group D","some high school","standard","completed",0.89,0.855421686746988,0.8,0.84981684978022
"441","female","group C","some college","standard","completed",0.67,0.771084337349398,0.766666666666667,0.732600732637363
"442","female","group D","high school","standard","none",0.78,0.771084337349398,0.777777777777778,0.776556776593407
"443","female","group A","some high school","free/reduced","none",0.59,0.674698795180723,0.655555555555556,0.637362637362637
"444","female","group B","associate's degree","standard","none",0.73,0.795180722891566,0.733333333333333,0.750915750879121
"445","male","group A","some high school","free/reduced","none",0.79,0.783132530120482,0.7,0.758241758241758
"446","female","group C","some high school","standard","completed",0.67,0.686746987951807,0.744444444444444,0.69963369967033
"447","male","group D","some college","free/reduced","none",0.69,0.590361445783133,0.555555555555556,0.615384615384615
"448","male","group C","high school","standard","completed",0.86,0.771084337349398,0.777777777777778,0.805860805824176
"449","male","group B","high school","standard","none",0.47,0.349397590361446,0.355555555555556,0.395604395604396
"450","male","group B","associate's degree","standard","none",0.81,0.674698795180723,0.688888888888889,0.728937728901099
"451","female","group C","some college","free/reduced","completed",0.64,0.819277108433735,0.833333333333333,0.758241758241758
"452","female","group E","some college","standard","none",1,0.903614457831325,0.966666666666667,0.95970695967033
"453","female","group C","associate's degree","free/reduced","none",0.65,0.72289156626506,0.711111111111111,0.692307692307692
"454","male","group C","some college","free/reduced","none",0.65,0.493975903614458,0.433333333333333,0.531135531098901
"455","female","group C","associate's degree","free/reduced","none",0.53,0.530120481927711,0.577777777777778,0.545787545824176
"456","male","group C","bachelor's degree","free/reduced","none",0.37,0.469879518072289,0.411111111111111,0.413919413956044
"457","female","group D","bachelor's degree","standard","none",0.79,0.867469879518072,0.877777777777778,0.842490842527473
"458","male","group D","associate's degree","free/reduced","none",0.53,0.44578313253012,0.422222222222222,0.468864468901099
"459","female","group E","bachelor's degree","standard","none",1,1,1,1
"460","male","group B","high school","standard","completed",0.72,0.578313253012048,0.644444444444444,0.652014651978022
"461","male","group C","bachelor's degree","free/reduced","none",0.53,0.493975903614458,0.5,0.509157509120879
"462","male","group B","some college","free/reduced","none",0.54,0.44578313253012,0.388888888888889,0.461538461538462
"463","female","group E","some college","standard","none",0.71,0.63855421686747,0.733333333333333,0.695970695934066
"464","female","group C","some college","free/reduced","none",0.77,0.879518072289157,0.9,0.846153846153846
"465","male","group A","bachelor's degree","standard","completed",0.75,0.493975903614458,0.577777777777778,0.615384615384615
"466","female","group C","some college","standard","none",0.84,0.843373493975904,0.9,0.860805860769231
"467","female","group D","associate's degree","free/reduced","none",0.26,0.168674698795181,0.311111111111111,0.249084249120879
"468","male","group A","high school","free/reduced","completed",0.72,0.602409638554217,0.611111111111111,0.648351648351648
"469","female","group A","high school","free/reduced","completed",0.77,0.855421686746988,0.833333333333333,0.816849816813187
"470","male","group C","some college","standard","none",0.91,0.686746987951807,0.733333333333333,0.783882783846154
"471","female","group C","associate's degree","standard","completed",0.83,0.819277108433735,0.888888888888889,0.846153846153846
"472","female","group C","high school","standard","none",0.63,0.626506024096386,0.711111111111111,0.655677655714286
"473","female","group C","associate's degree","standard","completed",0.68,0.831325301204819,0.822222222222222,0.772893772857143
"474","female","group D","some high school","standard","none",0.59,0.602409638554217,0.566666666666667,0.586080586043956
"475","female","group B","associate's degree","standard","completed",0.9,0.879518072289157,0.9,0.893772893736264
"476","female","group D","bachelor's degree","standard","completed",0.71,0.710843373493976,0.811111111111111,0.743589743626374
"477","male","group E","bachelor's degree","standard","completed",0.76,0.542168674698795,0.622222222222222,0.648351648351648
"478","male","group D","associate's degree","standard","none",0.8,0.614457831325301,0.688888888888889,0.706959706923077
"479","female","group D","master's degree","standard","none",0.55,0.566265060240964,0.666666666666667,0.593406593406593
"480","male","group E","associate's degree","standard","none",0.76,0.650602409638554,0.633333333333333,0.684981684945055
"481","male","group B","high school","standard","completed",0.73,0.650602409638554,0.644444444444444,0.677655677692308
"482","female","group D","associate's degree","free/reduced","none",0.52,0.506024096385542,0.511111111111111,0.512820512857143
"483","male","group C","some college","free/reduced","none",0.68,0.614457831325301,0.566666666666667,0.622710622747253
"484","male","group A","high school","standard","none",0.59,0.421686746987952,0.4,0.476190476153846
"485","female","group B","associate's degree","standard","none",0.49,0.421686746987952,0.488888888888889,0.468864468901099
"486","male","group C","high school","standard","none",0.7,0.686746987951807,0.677777777777778,0.688644688681319
"487","male","group D","some college","free/reduced","none",0.61,0.36144578313253,0.511111111111111,0.501831501868132
"488","female","group C","associate's degree","free/reduced","none",0.6,0.698795180722892,0.711111111111111,0.666666666703297
"489","male","group B","some high school","standard","completed",0.64,0.433734939759036,0.522222222222222,0.538461538461538
"490","male","group A","associate's degree","free/reduced","completed",0.79,0.783132530120482,0.8,0.791208791208791
"491","female","group A","associate's degree","free/reduced","none",0.65,0.819277108433735,0.733333333333333,0.728937728901099
"492","female","group C","associate's degree","standard","none",0.64,0.566265060240964,0.666666666666667,0.626373626373626
"493","female","group C","some college","standard","none",0.83,0.795180722891566,0.888888888888889,0.838827838791209
"494","female","group C","bachelor's degree","standard","none",0.81,0.855421686746988,0.888888888888889,0.84981684978022
"495","female","group B","high school","standard","none",0.54,0.566265060240964,0.644444444444444,0.582417582417582
"496","male","group D","high school","standard","completed",0.68,0.566265060240964,0.622222222222222,0.626373626373626
"497","female","group C","some college","standard","none",0.54,0.373493975903614,0.466666666666667,0.465201465164835
"498","female","group D","some college","free/reduced","completed",0.59,0.734939759036145,0.733333333333333,0.681318681318681
"499","female","group B","some high school","standard","none",0.66,0.626506024096386,0.644444444444444,0.644688644725275
"500","male","group E","some college","standard","none",0.76,0.650602409638554,0.688888888888889,0.703296703296703
"501","female","group D","master's degree","standard","none",0.74,0.746987951807229,0.8,0.761904761868132
"502","female","group B","associate's degree","standard","completed",0.94,0.843373493975904,0.911111111111111,0.901098901098901
"503","male","group C","some college","free/reduced","none",0.63,0.530120481927711,0.488888888888889,0.553113553076923
"504","female","group E","associate's degree","standard","completed",0.95,0.867469879518072,0.911111111111111,0.912087912087912
"505","female","group D","master's degree","free/reduced","none",0.4,0.506024096385542,0.488888888888889,0.461538461538462
"506","female","group B","some high school","standard","none",0.82,0.783132530120482,0.777777777777778,0.794871794835165
"507","male","group A","high school","standard","none",0.68,0.63855421686747,0.622222222222222,0.648351648351648
"508","male","group B","bachelor's degree","free/reduced","none",0.55,0.506024096385542,0.488888888888889,0.516483516483517
"509","male","group C","master's degree","standard","none",0.79,0.734939759036145,0.744444444444444,0.758241758241758
"510","female","group C","bachelor's degree","standard","none",0.86,0.903614457831325,0.855555555555556,0.871794871758242
"511","male","group D","some college","standard","none",0.76,0.650602409638554,0.7,0.706959706923077
"512","male","group A","some high school","standard","none",0.64,0.397590361445783,0.366666666666667,0.476190476153846
"513","male","group D","some high school","free/reduced","none",0.62,0.385542168674699,0.466666666666667,0.498168498131868
"514","female","group B","some high school","standard","completed",0.54,0.530120481927711,0.577777777777778,0.549450549450549
"515","female","group B","master's degree","free/reduced","completed",0.77,0.963855421686747,0.933333333333333,0.882783882747253
"516","female","group C","some high school","standard","completed",0.76,0.843373493975904,0.833333333333333,0.80952380956044
"517","female","group D","some college","standard","none",0.74,0.867469879518072,0.822222222222222,0.805860805824176
"518","female","group E","some college","standard","completed",0.66,0.686746987951807,0.7,0.681318681318681
"519","female","group D","some high school","standard","completed",0.66,0.734939759036145,0.755555555555556,0.714285714285714
"520","female","group B","high school","free/reduced","completed",0.67,0.734939759036145,0.766666666666667,0.721611721648352
"521","male","group D","some college","standard","none",0.71,0.385542168674699,0.466666666666667,0.531135531098901
"522","female","group C","associate's degree","standard","none",0.91,0.831325301204819,0.822222222222222,0.857142857142857
"523","male","group D","bachelor's degree","standard","none",0.69,0.493975903614458,0.522222222222222,0.575091575054945
"524","male","group C","master's degree","free/reduced","none",0.54,0.506024096385542,0.444444444444444,0.498168498131868
"525","male","group C","high school","standard","completed",0.53,0.421686746987952,0.433333333333333,0.465201465164835
"526","male","group E","some college","standard","none",0.68,0.518072289156627,0.544444444444444,0.586080586043956
"527","male","group C","some high school","free/reduced","completed",0.56,0.530120481927711,0.555555555555556,0.549450549450549
"528","female","group C","high school","free/reduced","none",0.36,0.433734939759036,0.366666666666667,0.384615384615385
"529","female","group D","bachelor's degree","free/reduced","none",0.29,0.289156626506024,0.411111111111111,0.32967032967033
"530","female","group C","associate's degree","standard","none",0.62,0.686746987951807,0.666666666666667,0.655677655714286
"531","female","group C","associate's degree","standard","completed",0.68,0.602409638554217,0.7,0.663003662967033
"532","female","group C","some high school","standard","none",0.47,0.44578313253012,0.477777777777778,0.465201465164835
"533","male","group E","associate's degree","standard","completed",0.62,0.530120481927711,0.533333333333333,0.564102564065934
"534","female","group E","associate's degree","standard","completed",0.79,0.855421686746988,0.933333333333333,0.857142857142857
"535","male","group B","high school","standard","completed",0.73,0.626506024096386,0.644444444444444,0.67032967032967
"536","female","group C","bachelor's degree","free/reduced","completed",0.66,0.795180722891566,0.811111111111111,0.750915750879121
"537","male","group C","associate's degree","standard","completed",0.51,0.518072289156627,0.533333333333333,0.52014652010989
"538","female","group D","high school","standard","none",0.51,0.590361445783133,0.577777777777778,0.556776556813187
"539","male","group E","bachelor's degree","standard","completed",0.85,0.590361445783133,0.677777777777778,0.714285714285714
"540","male","group A","associate's degree","standard","completed",0.97,0.903614457831325,0.844444444444444,0.908424908461538
"541","male","group C","high school","standard","completed",0.75,0.626506024096386,0.644444444444444,0.677655677692308
"542","male","group D","associate's degree","free/reduced","completed",0.79,0.783132530120482,0.777777777777778,0.783882783846154
"543","female","group C","associate's degree","standard","none",0.81,0.72289156626506,0.766666666666667,0.769230769230769
"544","female","group D","associate's degree","standard","none",0.82,0.939759036144578,0.877777777777778,0.875457875494505
"545","female","group D","master's degree","standard","none",0.64,0.55421686746988,0.622222222222222,0.608058608021978
"546","male","group E","some high school","free/reduced","completed",0.78,0.795180722891566,0.777777777777778,0.783882783846154
"547","female","group A","some high school","standard","completed",0.92,1,0.966666666666667,0.95970695967033
"548","male","group C","high school","standard","completed",0.72,0.602409638554217,0.6,0.644688644725275
"549","female","group C","high school","free/reduced","none",0.62,0.602409638554217,0.6,0.608058608021978
"550","male","group C","master's degree","standard","none",0.79,0.662650602409639,0.655555555555556,0.706959706923077
"551","male","group C","some high school","free/reduced","none",0.79,0.710843373493976,0.611111111111111,0.706959706923077
"552","male","group B","bachelor's degree","free/reduced","completed",0.87,0.879518072289157,0.866666666666667,0.871794871758242
"553","female","group B","associate's degree","standard","none",0.4,0.373493975903614,0.444444444444444,0.406593406593407
"554","male","group D","some college","free/reduced","none",0.77,0.542168674698795,0.6,0.644688644725275
"555","male","group E","associate's degree","standard","none",0.53,0.337349397590361,0.333333333333333,0.406593406593407
"556","female","group C","some college","free/reduced","none",0.32,0.265060240963855,0.255555555555556,0.282051282087912
"557","female","group C","associate's degree","standard","completed",0.55,0.662650602409639,0.766666666666667,0.655677655714286
"558","male","group C","master's degree","free/reduced","none",0.61,0.602409638554217,0.622222222222222,0.611721611758242
"559","female","group B","associate's degree","free/reduced","none",0.53,0.63855421686747,0.666666666666667,0.608058608021978
"560","male","group D","some high school","standard","none",0.73,0.590361445783133,0.577777777777778,0.637362637362637
"561","female","group D","some college","standard","completed",0.74,0.698795180722892,0.766666666666667,0.736263736263736
"562","female","group C","some college","standard","none",0.63,0.686746987951807,0.711111111111111,0.673992673956044
"563","male","group C","bachelor's degree","standard","completed",0.96,0.879518072289157,0.911111111111111,0.919413919450549
"564","female","group D","some college","free/reduced","completed",0.63,0.759036144578313,0.777777777777778,0.717948717912088
"565","male","group B","bachelor's degree","free/reduced","none",0.48,0.409638554216867,0.4,0.432234432197802
"566","male","group B","associate's degree","standard","none",0.48,0.313253012048193,0.388888888888889,0.399267399230769
"567","female","group E","bachelor's degree","free/reduced","completed",0.92,1,1,0.970695970659341
"568","female","group D","master's degree","free/reduced","completed",0.61,0.650602409638554,0.755555555555556,0.67032967032967
"569","male","group B","high school","free/reduced","none",0.63,0.373493975903614,0.411111111111111,0.47985347989011
"570","male","group D","bachelor's degree","free/reduced","none",0.68,0.614457831325301,0.633333333333333,0.644688644725275
"571","male","group B","some college","standard","completed",0.71,0.698795180722892,0.666666666666667,0.692307692307692
"572","male","group A","bachelor's degree","standard","none",0.91,0.951807228915663,0.911111111111111,0.923076923076923
"573","female","group C","some college","standard","none",0.53,0.542168674698795,0.511111111111111,0.527472527472527
"574","female","group C","high school","free/reduced","completed",0.5,0.590361445783133,0.6,0.56043956043956
"575","female","group E","high school","standard","none",0.74,0.771084337349398,0.677777777777778,0.728937728901099
"576","male","group A","associate's degree","free/reduced","completed",0.4,0.457831325301205,0.477777777777778,0.443223443186813
"577","male","group A","some college","standard","completed",0.61,0.409638554216867,0.466666666666667,0.501831501868132
"578","female","group B","high school","standard","none",0.81,0.891566265060241,0.877777777777778,0.857142857142857
"579","female","group B","some college","free/reduced","completed",0.48,0.469879518072289,0.533333333333333,0.494505494505495
"580","female","group D","master's degree","standard","none",0.53,0.530120481927711,0.644444444444444,0.567765567802198
"581","female","group D","some high school","standard","none",0.81,0.963855421686747,0.955555555555556,0.904761904725275
"582","female","group E","some high school","standard","none",0.77,0.746987951807229,0.777777777777778,0.765567765604396
"583","female","group D","bachelor's degree","free/reduced","none",0.63,0.674698795180723,0.755555555555556,0.684981684945055
"584","female","group D","associate's degree","standard","completed",0.73,0.698795180722892,0.777777777777778,0.736263736263736
"585","female","group D","some college","standard","none",0.69,0.72289156626506,0.744444444444444,0.717948717912088
"586","female","group C","associate's degree","standard","none",0.65,0.710843373493976,0.733333333333333,0.695970695934066
"587","female","group A","high school","standard","none",0.55,0.674698795180723,0.7,0.637362637362637
"588","female","group C","bachelor's degree","free/reduced","none",0.44,0.55421686746988,0.577777777777778,0.52014652010989
"589","female","group C","some college","standard","none",0.54,0.566265060240964,0.611111111111111,0.571428571428571
"590","female","group A","some high school","standard","none",0.48,0.590361445783133,0.611111111111111,0.556776556813187
"591","male","group C","some college","free/reduced","none",0.58,0.481927710843373,0.488888888888889,0.52014652010989
"592","male","group A","some high school","standard","none",0.71,0.542168674698795,0.444444444444444,0.571428571428571
"593","male","group E","bachelor's degree","standard","none",0.68,0.614457831325301,0.6,0.633699633736264
"594","female","group E","high school","standard","none",0.74,0.710843373493976,0.7,0.717948717912088
"595","female","group C","bachelor's degree","standard","completed",0.92,1,0.988888888888889,0.967032967032967
"596","female","group C","bachelor's degree","standard","completed",0.56,0.746987951807229,0.688888888888889,0.659340659340659
"597","male","group B","high school","free/reduced","none",0.3,0.0843373493975904,0.0555555555555556,0.153846153846154
"598","male","group A","some high school","standard","none",0.53,0.44578313253012,0.422222222222222,0.468864468901099
"599","female","group D","high school","standard","none",0.69,0.72289156626506,0.7,0.703296703296703
"600","female","group D","some high school","standard","none",0.65,0.783132530120482,0.788888888888889,0.736263736263736
